fire_name,fire_dateonly_created,precipitation,max_temp,min_temp,avg_wind_speed,temp_range,wind_temp_ratio,lagged_precipitation,lagged_avg_wind_speed,month,season,fire_longitude,fire_latitude,fire_acres_burned,bright_t31,frp,brightness,clean_county,year
Ellie Fire,2017-09-10,0.0,82.0,65.0,7.38,17.0,0.09,0.0600000000000004,8.117142857142857,9,Fall,-117.33364,33.73547,34.0,289.17496443812234,46.22816500711238,327.199146514936,Riverside County,2017
Creek Fire,2017-09-03,0.0,97.0,75.0,6.93,22.0,0.0714432989690721,0.0,6.932857142857142,9,Fall,-119.941,38.12,1749.0,300.8191154195698,108.0073311117843,340.3457134201757,Tuolumne County,2017
Hopper Fire,2017-09-01,0.0,92.0,73.0,7.83,19.0,0.0851086956521739,0.0,7.541428571428571,9,Fall,-122.02525,40.71923,25.0,313.9,61.2,354.6,Shasta County,2017
Caldwell Fire,2017-09-01,0.0,92.0,73.0,7.83,19.0,0.0851086956521739,0.0,7.541428571428571,9,Fall,-118.406,35.76,1319.0,297.9614671503426,111.5664651350262,335.5607416364369,Kern County,2017
La Tuna Fire ,2017-09-01,0.0,92.0,73.0,7.83,19.0,0.0851086956521739,0.0,7.541428571428571,9,Fall,-118.2674,34.22957,7194.0,297.9614671503426,111.5664651350262,335.5607416364369,Los Angeles County,2017
Mission Fire,2017-09-03,0.0,97.0,75.0,6.93,22.0,0.0714432989690721,0.0,6.932857142857142,9,Fall,-119.48067,37.21616,1037.0,300.8191154195698,108.0073311117843,340.3457134201757,Madera County,2017
Parkfield Fire,2017-09-03,0.0,97.0,75.0,6.93,22.0,0.0714432989690721,0.0,6.932857142857142,9,Fall,-120.52189,36.09486,100.0,300.8191154195698,108.0073311117843,340.3457134201757,Fresno County,2017
Palmer Fire,2017-09-02,0.0,95.0,73.0,6.04,22.0,0.063578947368421,0.0,7.221428571428571,9,Fall,-117.09984,33.97471,3800.0,298.55739058629234,148.41791907514448,331.3044178364988,Riverside County,2017
Margarita Fire,2017-09-03,0.0,97.0,75.0,6.93,22.0,0.0714432989690721,0.0,6.932857142857142,9,Fall,-120.50886,35.31886,120.0,300.8191154195698,108.0073311117843,340.3457134201757,San Luis Obispo County,2017
Mule Fire,2017-09-05,0.0,78.0,70.0,10.51,8.0,0.1347435897435897,0.0600000000000004,7.157142857142857,9,Fall,-122.49327,39.01748,21.0,293.67138728323704,135.2635838150289,328.6602119460501,Lake County,2017
Mills File,2017-09-03,0.0,97.0,75.0,6.93,22.0,0.0714432989690721,0.0,6.932857142857142,9,Fall,-120.9204,40.13278,79.0,300.8191154195698,108.0073311117843,340.3457134201757,Plumas County,2017
Bally Fire,2017-09-03,0.0,97.0,75.0,6.93,22.0,0.0714432989690721,0.0,6.932857142857142,9,Fall,-121.59899,36.99092,100.0,300.8191154195698,108.0073311117843,340.3457134201757,Santa Clara County,2017
Peak Fire,2017-09-03,0.0,97.0,75.0,6.93,22.0,0.0714432989690721,0.0,6.932857142857142,9,Fall,-119.83556,37.37397,680.0,300.8191154195698,108.0073311117843,340.3457134201757,Mariposa County,2017
R-4 Fire,2017-08-30,0.0,83.0,68.0,6.26,15.0,0.0754216867469879,0.0,7.381428571428571,8,Summer,-119.93499,40.69573,18618.0,290.9,39.7,327.3,,2017
Cove Fire,2017-09-23,0.0,72.0,56.0,6.93,16.0,0.09625,0.0200000000000004,8.435714285714285,9,Fall,-121.04445,35.76343,25.0,296.5357894736842,31.886315789473688,320.5210526315789,San Luis Obispo County,2017
Bradley Fire,2017-08-28,0.0,76.0,68.0,8.5,8.0,0.1118421052631579,0.0,8.244285714285713,8,Summer,-122.292,41.222,54.0,298.15522788203754,89.4072386058981,332.6764075067024,Siskiyou County,2017
Sandy Fire,2017-08-02,0.0,86.0,71.0,7.38,15.0,0.085813953488372,0.0,7.828571428571428,8,Summer,-123.375,40.804,32.0,298.33084947839046,81.61385991058121,330.1527570789866,Trinity County,2017
Table Fire,2017-09-19,0.0,75.0,65.0,6.71,10.0,0.0894666666666666,0.0,8.405714285714286,9,Fall,-120.504134,37.896778,39.0,296.15840707964605,32.87654867256637,322.96769911504424,Tuolumne County,2017
Border 9 Fire,2017-09-07,0.0,77.0,66.0,8.95,11.0,0.1162337662337662,0.0600000000000004,7.892857142857143,9,Fall,-116.61609,32.59252,25.0,296.0394439617724,58.22945264986967,324.40781928757605,San Diego County,2017
Linne Fire,2017-09-26,0.0,81.0,61.0,6.26,20.0,0.0772839506172839,0.0200000000000004,8.02,9,Fall,-120.56068,35.5956,74.0,297.49707792207795,37.34415584415584,324.6529220779221,San Luis Obispo County,2017
Pine Fire,2017-09-11,0.0,85.0,69.0,7.83,16.0,0.0921176470588235,0.0,8.404285714285715,9,Fall,-120.87609,36.17297,43.0,296.7639522258415,85.68099891422368,324.69858849077093,Monterey County,2017
Eureka Fire,2017-09-05,0.0,78.0,70.0,10.51,8.0,0.1347435897435897,0.0600000000000004,7.157142857142857,9,Fall,-120.75485,39.75312,2575.0,293.67138728323704,135.2635838150289,328.6602119460501,Plumas County,2017
Shaver Fire,2017-09-11,0.0,85.0,69.0,7.83,16.0,0.0921176470588235,0.0,8.404285714285715,9,Fall,-119.32109,37.10067,10.0,296.7639522258415,85.68099891422368,324.69858849077093,Fresno County,2017
Skeleton Fire,2017-09-12,0.0,74.0,65.0,11.63,9.0,0.1571621621621621,0.0,8.564285714285713,9,Fall,-122.85194,39.44543,200.0,296.5597159457715,70.99767591994836,333.6741123305358,Lake County,2017
Soda Fire,2017-09-28,0.0,78.0,62.0,5.82,16.0,0.0746153846153846,0.0,7.188571428571429,9,Fall,-121.56858,40.07613,143.0,297.3066563467492,44.04984520123839,325.10154798761613,Butte County,2017
Skeggs Fire,2017-09-11,0.0,85.0,69.0,7.83,16.0,0.0921176470588235,0.0,8.404285714285715,9,Fall,-122.3001,37.41591,50.0,296.7639522258415,85.68099891422368,324.69858849077093,San Mateo County,2017
Berry Fire,2017-09-11,0.0,85.0,69.0,7.83,16.0,0.0921176470588235,0.0,8.404285714285715,9,Fall,-121.81623,40.98352,900.0,296.7639522258415,85.68099891422368,324.69858849077093,Shasta County,2017
Hole Fire,2017-09-12,0.0,74.0,65.0,11.63,9.0,0.1571621621621621,0.0,8.564285714285713,9,Fall,-124.01168,41.98128,40.0,296.5597159457715,70.99767591994836,333.6741123305358,Del Norte County,2017
Pacific Fire,2017-09-12,0.0,74.0,65.0,11.63,9.0,0.1571621621621621,0.0,8.564285714285713,9,Fall,-121.60683,39.44257,12.0,296.5597159457715,70.99767591994836,333.6741123305358,Butte County,2017
Slides Fire,2017-09-12,0.0,74.0,65.0,11.63,9.0,0.1571621621621621,0.0,8.564285714285713,9,Fall,-123.03344,39.42604,58.0,296.5597159457715,70.99767591994836,333.6741123305358,Lake County,2017
Buck Fire,2017-09-12,0.0,74.0,65.0,11.63,9.0,0.1571621621621621,0.0,8.564285714285713,9,Fall,-123.03583,40.2275,13417.0,296.5597159457715,70.99767591994836,333.6741123305358,Trinity County,2017
French Fire,2017-09-17,0.0,73.0,65.0,8.72,8.0,0.1194520547945205,0.0,9.108571428571429,9,Fall,-120.915,38.5758,136.0,291.1743083003952,27.69604743083004,319.201976284585,El Dorado County,2017
Eastman Fire,2017-09-18,0.0,73.0,64.0,7.83,9.0,0.1072602739726027,0.0,9.108571428571429,9,Fall,-120.015509,37.14624,483.0,294.9191919191919,36.702525252525255,321.2358585858586,Madera County,2017
Grape Fire,2017-09-19,0.0,75.0,65.0,6.71,10.0,0.0894666666666666,0.0,8.405714285714286,9,Fall,-123.1362,39.02482,146.0,296.15840707964605,32.87654867256637,322.96769911504424,Mendocino County,2017
Corral Fire,2017-09-19,0.0,75.0,65.0,6.71,10.0,0.0894666666666666,0.0,8.405714285714286,9,Fall,-121.49925,37.63358,155.0,296.15840707964605,32.87654867256637,322.96769911504424,San Joaquin County,2017
Murphy Fire,2017-09-19,0.0,75.0,65.0,6.71,10.0,0.0894666666666666,0.0,8.405714285714286,9,Fall,-120.31598,36.24653,237.0,296.15840707964605,32.87654867256637,322.96769911504424,Fresno County,2017
Power Fire,2017-09-20,0.0,77.0,63.0,7.83,14.0,0.1016883116883116,0.0,7.894285714285715,9,Fall,-120.90462,36.94652,48.0,295.88401826484017,34.81689497716895,322.7191780821918,Merced County,2017
Huasna Fire,2017-09-20,0.0,77.0,63.0,7.83,14.0,0.1016883116883116,0.0,7.894285714285715,9,Fall,-120.39387,35.12269,245.0,295.88401826484017,34.81689497716895,322.7191780821918,San Luis Obispo County,2017
Dexter Fire,2017-09-20,0.0,77.0,63.0,7.83,14.0,0.1016883116883116,0.0,7.894285714285715,9,Fall,-120.15846,37.76888,10.0,295.88401826484017,34.81689497716895,322.7191780821918,Mariposa County,2017
32 Fire,2017-09-25,0.0,85.0,60.0,6.93,25.0,0.0815294117647058,0.0200000000000004,8.084285714285715,9,Fall,-121.7127,39.8255,28.0,295.5485829959514,53.75060728744939,323.614979757085,Butte County,2017
Estate Fire,2017-09-23,0.0,72.0,56.0,6.93,16.0,0.09625,0.0200000000000004,8.435714285714285,9,Fall,-122.0041,38.4446,55.0,300.8,56.7,327.3,Solano County,2017
Jasper Fire,2017-09-26,0.0,81.0,61.0,6.26,20.0,0.0772839506172839,0.0200000000000004,8.02,9,Fall,-121.40947,39.03168,26.0,297.49707792207795,37.34415584415584,324.6529220779221,Yuba County,2017
Edwards Fire,2017-09-26,0.0,81.0,61.0,6.26,20.0,0.0772839506172839,0.0200000000000004,8.02,9,Fall,-122.169,37.77982,22.0,297.49707792207795,37.34415584415584,324.6529220779221,Alameda County,2017
Poly Fire,2017-09-26,0.0,81.0,61.0,6.26,20.0,0.0772839506172839,0.0200000000000004,8.02,9,Fall,-120.65279,35.3024,105.0,297.49707792207795,37.34415584415584,324.6529220779221,San Luis Obispo County,2017
Canyon Fire,2017-09-25,0.0,85.0,60.0,6.93,25.0,0.0815294117647058,0.0200000000000004,8.084285714285715,9,Fall,-117.68598,33.8668,2662.0,295.5485829959514,53.75060728744939,323.614979757085,Orange County,2017
Lion Fire,2017-09-27,0.0,78.0,61.0,6.93,17.0,0.0888461538461538,0.0200000000000004,7.891428571428571,9,Fall,-118.48555,36.27138,18900.0,296.8841607565012,58.94113475177305,325.1782505910166,Tulare County,2017
Rucker Fire,2017-09-29,0.0,78.0,63.0,7.61,15.0,0.0975641025641025,0.0,6.805714285714286,9,Fall,-120.4393,34.67403,444.0,301.5,20.2,329.6,Santa Barbara County,2017
Lakewood Fire,2017-09-29,0.0,78.0,63.0,7.61,15.0,0.0975641025641025,0.0,6.805714285714286,9,Fall,-118.46734,35.59302,40.0,296.8122406639004,49.13838174273859,323.5819502074689,Kern County,2017
Melba Fire,2017-09-29,0.0,78.0,63.0,7.61,15.0,0.0975641025641025,0.0,6.805714285714286,9,Fall,-117.10301,33.74925,35.0,296.8122406639004,49.13838174273859,323.5819502074689,Riverside County,2017
Timm Fire,2017-10-02,0.0,75.0,61.0,7.61,14.0,0.1014666666666666,0.0,6.807142857142857,10,Fall,-121.97233,38.43658,100.0,293.8577319587629,38.11340206185567,319.3381443298969,Solano County,2017
Ramblin Fire,2017-10-03,0.0,73.0,62.0,6.93,11.0,0.094931506849315,0.0,6.902857142857143,10,Fall,-119.87465,37.41231,17.0,293.6270053475936,34.31818181818182,322.0101604278075,Mariposa County,2017
36 Fire,2017-10-03,0.0,73.0,62.0,6.93,11.0,0.094931506849315,0.0,6.902857142857143,10,Fall,-122.24731,40.20077,20.0,293.6270053475936,34.31818181818182,322.0101604278075,Tehama County,2017
Ridge Fire,2017-10-06,0.0,86.0,59.0,5.82,27.0,0.0676744186046511,0.0,6.934285714285715,10,Fall,-122.576,39.15016,87.0,296.81698113207545,44.173756432247,324.2915951972556,Lake County,2017
Jones Fire,2017-10-08,0.0,78.0,61.0,7.38,17.0,0.0946153846153846,0.0,6.934285714285714,10,Fall,-122.24199,40.70627,40.0,293.708125,27.121250000000003,321.43375000000003,Shasta County,2017
Fort Fire,2017-10-07,0.0,87.0,60.0,6.04,27.0,0.0694252873563218,0.0,6.838571428571429,10,Fall,-123.24713,38.51937,20.0,294.586432160804,43.63316582914574,324.05075376884423,Sonoma County,2017
Freeway Fire,2017-10-08,0.0,78.0,61.0,7.38,17.0,0.0946153846153846,0.0,6.934285714285714,10,Fall,-122.255,40.24789,10.0,293.708125,27.121250000000003,321.43375000000003,Tehama County,2017
Blue Fire,2017-10-08,0.0,78.0,61.0,7.38,17.0,0.0946153846153846,0.0,6.934285714285714,10,Fall,-123.96844,40.88516,20.0,293.708125,27.121250000000003,321.43375000000003,Humboldt County,2017
Cherokee Fire,2017-10-08,0.0,78.0,61.0,7.38,17.0,0.0946153846153846,0.0,6.934285714285714,10,Fall,-121.52966,39.62496,8500.0,293.708125,27.121250000000003,321.43375000000003,Butte County,2017
Atlas Fire (Southern LNU Complex),2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-122.24367,38.39206,51624.0,298.2,552.1999999999999,381.85,Napa County,2017
Tubbs Fire (Central LNU Complex),2017-10-08,0.0,78.0,61.0,7.38,17.0,0.0946153846153846,0.0,6.934285714285714,10,Fall,-122.62879,38.60895,36807.0,293.708125,27.121250000000003,321.43375000000003,Napa County,2017
Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-122.5209,38.4041,44573.0,297.9215172413793,252.9313103448276,346.5551724137931,Sonoma County,2017
Partrick Fire (Central LNU Complex),2017-10-08,0.0,78.0,61.0,7.38,17.0,0.0946153846153846,0.0,6.934285714285714,10,Fall,-122.39052,38.31802,8283.0,293.708125,27.121250000000003,321.43375000000003,Napa County,2017
LaPorte Fire (Wind Complex),2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-121.40613,39.39455,6151.0,297.9215172413793,252.9313103448276,346.5551724137931,Butte County,2017
Cascade Fire (Wind Complex),2017-10-08,0.0,78.0,61.0,7.38,17.0,0.0946153846153846,0.0,6.934285714285714,10,Fall,-121.4021,39.32198,9989.0,293.708125,27.121250000000003,321.43375000000003,Yuba County,2017
McCourtney Fire (Wind Complex),2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-121.08406,39.19325,76.0,297.9215172413793,252.9313103448276,346.5551724137931,Nevada County,2017
Redwood Valley Fire (Mendocino Lake Complex),2017-10-08,0.0,78.0,61.0,7.38,17.0,0.0946153846153846,0.0,6.934285714285714,10,Fall,-123.16635,39.24873,36523.0,293.708125,27.121250000000003,321.43375000000003,Mendocino County,2017
Point Fire,2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-120.52953,38.40234,130.0,297.9215172413793,252.9313103448276,346.5551724137931,Calaveras County,2017
37 Fire,2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-122.47301,38.14242,1660.0,297.9215172413793,252.9313103448276,346.5551724137931,Sonoma County,2017
Pozo Fire,2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-120.44448,35.28738,45.0,297.9215172413793,252.9313103448276,346.5551724137931,San Luis Obispo County,2017
Tank Fire,2017-10-26,0.0,90.0,67.0,6.04,23.0,0.0671111111111111,0.0,5.911428571428572,10,Fall,-118.56578,35.21556,50.0,295.0007559395248,35.87224622030237,320.67203023758105,Kern County,2017
Sulphur Fire (Mendocino Lake Complex),2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-122.64543,39.01387,2207.0,297.9215172413793,252.9313103448276,346.5551724137931,Lake County,2017
Lobo Fire (Wind Complex),2017-10-08,0.0,78.0,61.0,7.38,17.0,0.0946153846153846,0.0,6.934285714285714,10,Fall,-121.12792,39.24549,821.0,293.708125,27.121250000000003,321.43375000000003,Nevada County,2017
Honey Fire,2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-121.67261,39.74679,150.0,297.9215172413793,252.9313103448276,346.5551724137931,Butte County,2017
Canyon 2 Fire,2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-117.70975,33.87041,9217.0,297.9215172413793,252.9313103448276,346.5551724137931,Orange County,2017
Wildomar Fire,2017-10-26,0.0,90.0,67.0,6.04,23.0,0.0671111111111111,0.0,5.911428571428572,10,Fall,-117.34192,33.60247,866.0,295.0007559395248,35.87224622030237,320.67203023758105,Riverside County,2017
Tehama Fire,2017-10-26,0.0,90.0,67.0,6.04,23.0,0.0671111111111111,0.0,5.911428571428572,10,Fall,-121.91425,40.02261,194.0,295.0007559395248,35.87224622030237,320.67203023758105,Tehama County,2017
Silver Fire,2017-10-11,0.0,70.0,62.0,7.16,8.0,0.1022857142857142,0.0,6.584285714285714,10,Fall,-119.2288,36.7528,58.0,291.7165803108809,72.28583765112262,323.8623488773748,Fresno County,2017
Pocket Fire (Central LNU Complex),2017-10-09,0.0,84.0,64.0,5.82,20.0,0.0692857142857142,0.0,6.678571428571429,10,Fall,-122.90939,38.76549,17357.0,297.85,52.5,323.55,Sonoma County,2017
Bear Fire,2017-10-16,0.0,90.0,66.0,5.59,24.0,0.0621111111111111,0.0,6.838571428571429,10,Fall,-122.07012,37.18356,391.0,290.46166077738513,43.61572438162544,315.9577738515901,Santa Cruz County,2017
Wilson Fire,2017-10-17,0.0,89.0,66.0,5.82,23.0,0.0653932584269662,0.0,6.647142857142858,10,Fall,-118.05545,34.22551,50.0,293.1477200424178,39.6,321.5056203605514,Los Angeles County,2017
River Fire,2017-10-14,0.0,78.0,60.0,5.37,18.0,0.0688461538461538,0.0,6.775714285714286,10,Fall,-123.51619,40.46836,148.0,296.1387755102041,54.7,324.5242346938776,Trinity County,2017
Quarry Fire,2017-10-12,0.0,71.0,61.0,7.83,10.0,0.110281690140845,0.0,6.744285714285715,10,Fall,-118.76152,35.19008,183.0,293.3421933085502,44.90873605947956,322.4656133828996,Kern County,2017
Wilson Fire,2017-10-15,0.0,95.0,60.0,8.05,35.0,0.0847368421052631,0.0,6.871428571428573,10,Fall,-116.50897,33.18716,25.0,292.47972027972025,53.726573426573424,324.67622377622376,San Diego County,2017
Garden Fire,2017-10-10,0.0,78.0,60.0,7.16,18.0,0.0917948717948718,0.0,6.711428571428572,10,Fall,-121.13737,39.06414,19.0,292.98480392156864,59.30179738562091,326.6137254901961,Nevada County,2017
Ice Fire,2017-10-10,0.0,78.0,60.0,7.16,18.0,0.0917948717948718,0.0,6.711428571428572,10,Fall,-120.46234,38.77921,29.0,292.98480392156864,59.30179738562091,326.6137254901961,El Dorado County,2017
Portola Fire,2017-10-10,0.0,78.0,60.0,7.16,18.0,0.0917948717948718,0.0,6.711428571428572,10,Fall,-117.02132,33.50488,23.0,292.98480392156864,59.30179738562091,326.6137254901961,Riverside County,2017
Meyers Fire,2017-12-05,0.0,74.0,51.0,4.92,23.0,0.0664864864864864,0.0,5.017142857142857,12,Winter,-117.40625,34.21829,34.0,292.8833333333333,249.34041666666664,344.55458333333337,San Bernardino County,2017
Little Mountain Fire,2017-12-05,0.0,74.0,51.0,4.92,23.0,0.0664864864864864,0.0,5.017142857142857,12,Winter,-117.33334,34.16564,260.0,292.8833333333333,249.34041666666664,344.55458333333337,San Bernardino County,2017
Extension Fire,2017-10-23,0.0,101.0,67.0,4.03,34.0,0.0399009900990099,0.0,6.5842857142857145,10,Fall,-117.00589,33.8826,50.0,290.1937716262976,28.270242214532875,316.3076124567474,Riverside County,2017
Freeway Fire,2017-10-24,0.0,104.0,67.0,3.8,37.0,0.0365384615384615,0.0,6.295714285714285,10,Fall,-117.4982,34.13534,40.0,290.5166917293233,29.57278195488722,316.48526315789474,San Bernardino County,2017
Rolling Fire,2017-10-15,0.0,95.0,60.0,8.05,35.0,0.0847368421052631,0.0,6.871428571428573,10,Fall,-118.701,35.3091,184.0,292.47972027972025,53.726573426573424,324.67622377622376,Kern County,2017
Lynch Fire,2017-10-13,0.0,72.0,60.0,6.71,12.0,0.0931944444444444,0.0,6.871428571428571,10,Fall,-120.96514,35.78616,73.0,300.0,49.6,311.2,San Luis Obispo County,2017
Table Fire,2017-10-13,0.0,72.0,60.0,6.71,12.0,0.0931944444444444,0.0,6.871428571428571,10,Fall,-120.287,38.848,426.0,277.4,24.4,321.8,El Dorado County,2017
Long Fire,2017-10-14,0.0,78.0,60.0,5.37,18.0,0.0688461538461538,0.0,6.775714285714286,10,Fall,-122.57487,39.0199,100.0,296.1387755102041,54.7,324.5242346938776,Lake County,2017
Oakmont Fire (Central LNU Complex),2017-10-14,0.0,78.0,60.0,5.37,18.0,0.0688461538461538,0.0,6.775714285714286,10,Fall,-122.58152,38.46123,100.0,298.9,14.8,317.7,Sonoma County,2017
York Fire,2017-10-15,0.0,95.0,60.0,8.05,35.0,0.0847368421052631,0.0,6.871428571428573,10,Fall,-121.80377,36.5858,31.0,292.47972027972025,53.726573426573424,324.67622377622376,Monterey County,2017
Fallon Fire,2017-10-17,0.0,89.0,66.0,5.82,23.0,0.0653932584269662,0.0,6.647142857142858,10,Fall,-121.85663,37.7393,116.0,293.1477200424178,39.6,321.5056203605514,Alameda County,2017
Buffalo Fire,2017-10-17,0.0,89.0,66.0,5.82,23.0,0.0653932584269662,0.0,6.647142857142858,10,Fall,-117.402445,33.402411,1088.0,294.8,14.4,311.6,San Diego County,2017
Milton Fire,2017-10-18,0.0,80.0,65.0,7.16,15.0,0.0895,0.0,6.647142857142858,10,Fall,-120.84748,37.89532,13.0,294.8798459563543,43.99807445442875,320.18549422336326,Stanislaus County,2017
Rye Fire,2017-12-05,0.0,74.0,51.0,4.92,23.0,0.0664864864864864,0.0,5.017142857142857,12,Winter,-118.58188,34.45283,6049.0,292.8833333333333,249.34041666666664,344.55458333333337,Los Angeles County,2017
Creek Fire,2017-12-05,0.0,74.0,51.0,4.92,23.0,0.0664864864864864,0.0,5.017142857142857,12,Winter,-118.35863,34.31283,15619.0,292.8833333333333,249.34041666666664,344.55458333333337,Los Angeles County,2017
Thomas Fire,2017-12-04,0.0,73.0,55.0,5.82,18.0,0.0797260273972602,0.0,5.145714285714286,12,Winter,-119.09124,34.41521,281893.0,287.7025547445256,32.66934306569343,316.90036496350365,Ventura County,2017
Riverdale Fire,2017-12-04,0.0,73.0,55.0,5.82,18.0,0.0797260273972602,0.0,5.145714285714286,12,Winter,-117.4764,33.96514,40.0,287.7025547445256,32.66934306569343,316.90036496350365,Riverside County,2017
Roser Fire,2017-11-02,0.07,68.0,58.0,6.93,10.0,0.1019117647058823,0.0700000000000004,6.805714285714286,11,Fall,-122.28165,39.81517,43.0,292.8208459214502,42.4178247734139,321.76586102719034,Tehama County,2017
Chris Fire,2017-11-13,0.0,70.0,54.0,4.7,16.0,0.0671428571428571,0.0,6.838571428571428,11,Fall,-119.48284,38.46111,370.0,289.24,31.049538461538457,317.6581538461538,Mono County,2017
Loma Fire,2017-10-13,0.0,72.0,60.0,6.71,12.0,0.0931944444444444,0.0,6.871428571428571,10,Fall,-117.46709,33.38613,81.0,293.6062761506276,42.37175732217573,321.2014644351464,San Diego County,2017
Palm Fire,2017-11-14,0.0,74.0,54.0,5.59,20.0,0.0755405405405405,0.0,6.742857142857142,11,Fall,-116.50151,33.90327,40.0,287.93864013267,35.44444444444444,315.2295190713101,Riverside County,2017
Vista Fire,2017-10-24,0.0,104.0,67.0,3.8,37.0,0.0365384615384615,0.0,6.295714285714285,10,Fall,-119.30918,34.34949,86.0,290.5166917293233,29.57278195488722,316.48526315789474,Ventura County,2017
Soda Fire,2017-10-20,0.0,71.0,63.0,10.51,8.0,0.1480281690140845,0.0,6.99857142857143,10,Fall,-120.00353,35.41112,21.0,294.221694214876,31.64772727272728,318.1037190082645,San Luis Obispo County,2017
Bitterwater Fire,2017-11-25,0.0,82.0,59.0,4.92,23.0,0.06,0.0,5.111428571428571,11,Fall,-121.00391,36.38109,47.0,292.16378737541527,27.922923588039872,315.9033222591362,San Benito County,2017
Church Fire,2017-10-21,0.0,76.0,61.0,6.04,15.0,0.0794736842105263,0.0,7.094285714285715,10,Fall,-116.37345,32.64962,100.0,292.93057324840765,33.41178343949045,321.48694267515924,San Diego County,2017
Oak Fire,2017-11-29,0.0,74.0,54.0,4.7,20.0,0.0635135135135135,0.0100000000000004,6.038571428571429,11,Fall,-116.940661,34.035344,99.0,289.2750670241287,31.0343163538874,317.3538873994638,San Bernardino County,2017
Lilac Fire,2017-12-07,0.0,80.0,47.0,3.8,33.0,0.0475,0.0,4.6971428571428575,12,Winter,-117.163,33.3237,4088.0,292.5475369458128,173.28275862068966,343.2029556650246,San Diego County,2017
Liberty Fire,2017-12-07,0.0,80.0,47.0,3.8,33.0,0.0475,0.0,4.6971428571428575,12,Winter,-117.14979,33.59257,300.0,292.5475369458128,173.28275862068966,343.2029556650246,Riverside County,2017
Longhorn Fire,2017-12-13,0.0,80.0,51.0,3.8,29.0,0.0475,0.0,3.93,12,Winter,-116.91023,33.88994,19.0,286.9147909967846,54.0048231511254,320.4827974276527,Riverside County,2017
Skirball Fire,2017-12-06,0.0,75.0,45.0,3.8,30.0,0.0506666666666666,0.0,4.888571428571429,12,Winter,-118.48178,34.09454,422.0,291.1330578512397,149.84022038567494,335.6586776859504,Los Angeles County,2017
Drum Fire,2017-12-16,0.0,66.0,53.0,6.04,13.0,0.0915151515151515,0.0,4.505714285714285,12,Winter,-120.27077,34.71796,14.0,288.3655303030303,138.17878787878786,327.67196969696965,Santa Barbara County,2017
Coast Fire,2017-12-14,0.0,72.0,49.0,5.37,23.0,0.0745833333333333,0.0,4.154285714285715,12,Winter,-120.414875,34.605358,14.0,291.8739864864865,152.29695945945943,329.6679054054054,Santa Barbara County,2017
Riverbottom Fire,2017-12-21,0.0,62.0,49.0,8.05,13.0,0.1298387096774193,0.0100000000000004,6.454285714285715,12,Winter,-117.38417,33.9885,45.0,286.4560606060606,31.778030303030302,311.1734848484848,Riverside County,2017
Holiday Fire,2017-12-28,0.0,72.0,50.0,4.92,22.0,0.0683333333333333,0.0,4.761428571428572,12,Winter,-119.61865,38.869036,80.0,283.1625,57.80625,318.3666666666666,,2017
Haycamp Fire,2018-02-07,0.0,81.0,51.0,4.92,30.0,0.0607407407407407,0.0,5.079999999999999,2,Winter,-121.28185,35.96689,50.0,289.76944444444445,59.76527777777777,321.74722222222226,Monterey County,2018
Pleasant Fire,2018-02-18,0.0,64.0,51.0,9.4,13.0,0.146875,0.0,7.317142857142857,2,Winter,-118.50235,37.40208,2070.0,291.1557522123894,23.90619469026549,315.54247787610615,Inyo County,2018
Grant Fire,2018-05-14,0.0,67.0,55.0,10.07,12.0,0.1502985074626865,0.0500000000000004,8.181428571428572,5,Spring,-121.6039,37.73835,12.0,298.07486910994766,70.5104712041885,324.0769633507854,Alameda County,2018
Patterson Fire,2018-05-17,0.0,70.0,54.0,8.05,16.0,0.115,0.0500000000000004,9.554285714285712,5,Spring,-117.05992,33.62924,1261.0,298.0022857142857,33.33257142857143,323.652,Riverside County,2018
Tyler Fire,2018-04-15,0.0,72.0,54.0,7.61,18.0,0.1056944444444444,0.0,9.044285714285714,4,Spring,-116.164058,33.711263,15.0,293.6809210526316,62.30657894736842,322.41052631578947,Riverside County,2018
Santa Cruz Fire,2018-03-27,0.0,79.0,50.0,10.29,29.0,0.130253164556962,0.6400000000000005,9.107142857142858,3,Spring,-119.76576,34.0232,258.0,291.7457142857143,43.79333333333334,319.3704761904761,Santa Barbara County,2018
